64,64,0
275,88,87
254,76,78
278,90,88
249,73,76
275,89,86
228,61,67
283,93,90
311,110,101
251,74,77
256,77,79
272,87,85
272,87,85
232,63,69
242,70,72
252,75,77
281,92,89
277,89,88
295,100,95
316,113,103
294,100,94
274,88,86
284,94,90
285,94,91
256,77,79
277,89,88
275,89,86
268,84,84
264,82,82
280,91,89
262,81,81
249,73,76
238,67,71
255,77,78
251,74,77
276,89,87
260,80,80
276,89,87
264,82,82
259,79,80
283,94,89
277,90,87
265,83,82
302,104,98
272,86,86
270,86,84
293,98,95
259,79,80
261,80,81
292,98,94
270,85,85
275,89,86
293,100,93
304,105,99
250,74,76
253,76,77
267,84,83
306,106,100
288,96,92
287,95,92
265,83,82
258,79,79
296,101,95
269,85,84
309,108,101
281,92,89
262,81,81
311,110,101
292,98,94
309,109,100
252,75,77
249,73,76
271,86,85
282,93,89
290,97,93
245,71,74
263,81,82
264,82,82
253,75,78
268,84,84
288,96,92
271,86,85
265,82,83
280,91,89
271,86,85
289,96,93
279,92,87
249,74,75
241,68,73
252,75,77
281,92,89
286,95,91
278,90,88
256,77,79
304,105,99
257,78,79
266,83,83
266,84,82
265,82,83
287,96,91
284,93,91
257,78,79
276,90,86
268,84,84
230,62,68
265,83,82
300,103,97
308,108,100
272,87,85
272,87,85
275,88,87
269,85,84
242,69,73
326,119,107
275,89,86
259,79,80
284,94,90
263,81,82
261,80,81
285,95,90
240,68,72
287,95,92
298,102,96
279,91,88
243,69,74
281,92,89
250,74,76
253,75,78
245,71,74
258,78,80
280,92,88
274,88,86
289,96,93
333,122,111
260,80,80
265,83,82
267,84,83
256,77,79
234,64,70
276,89,87
266,83,83
255,77,78
303,105,98
276,89,87
283,93,90
260,79,81
262,81,81
295,100,95
278,90,88
304,106,98
310,109,101
272,86,86
275,88,87
299,103,96
244,70,74
259,79,80
270,86,84
290,98,92
289,97,92
250,74,76
294,101,93
304,105,99
324,117,107
255,76,79
283,93,90
268,85,83
265,82,83
258,78,80
319,114,105
329,120,109
240,68,72
268,84,84
229,61,68
260,80,80
312,110,102
244,70,74
282,93,89
276,89,87
246,71,75
293,99,94
296,101,95
270,86,84
327,120,107
292,98,94
283,94,89
306,107,99
283,93,90
257,78,79
266,83,83
298,102,96
285,95,90
252,75,77
297,101,96
284,94,90
256,77,79
275,88,87
286,95,91
275,88,87
249,73,76
274,88,86
278,90,88
270,85,85
294,100,94
287,95,92
296,101,95
253,76,77
285,94,91
242,69,73
312,110,102
282,92,90
267,84,83
283,93,90
277,90,87
295,101,94
293,99,94
264,82,82
247,72,75
277,90,87
299,103,96
283,93,90
269,85,84
314,111,103
231,62,69
283,93,90
238,67,71
282,92,90
305,106,99
254,76,78
276,89,87
289,97,92
289,98,91
298,103,95
265,83,82
238,67,71
265,83,82
310,109,101
289,96,93
307,107,100
268,84,84
292,99,93
270,85,85
321,116,105
269,85,84
264,82,82
300,103,97
291,98,93
293,99,94
305,106,99
302,104,98
289,96,93
254,76,78
267,84,83
244,71,73
290,97,93
301,104,97
278,90,88
255,77,78
312,110,102
248,73,75
268,84,84
281,92,89
284,94,90
270,86,84
281,92,89
268,84,84
266,83,83
228,61,67
277,90,87
265,83,82
270,86,84
251,74,77
272,87,85
257,78,79
228,61,67
258,78,80
271,86,85
272,87,85
272,86,86
311,110,101
305,106,99
262,80,82
273,87,86
266,83,83
266,83,83
254,76,78
262,81,81
266,83,83
319,115,104
252,75,77
245,71,74
285,95,90
297,101,96
252,75,77
249,73,76
281,92,89
276,89,87
291,98,93
285,95,90
299,103,96
257,78,79
258,79,79
295,100,95
260,80,80
295,100,95
241,69,72
303,105,98
258,78,80
228,61,67
288,96,92
281,92,89
288,96,92
278,90,88
301,104,97
275,88,87
255,76,79
235,65,70
271,86,85
284,94,90
303,105,98
281,92,89
280,92,88
293,99,94
312,110,102
222,57,65
290,97,93
315,112,103
325,118,107
275,88,87
277,90,87
303,104,99
292,98,94
262,81,81
279,91,88
281,92,89
289,97,92
270,85,85
267,84,83
259,79,80
268,84,84
282,92,90
273,88,85
275,88,87
235,65,70
285,94,91
247,72,75
278,90,88
271,86,85
265,82,83
273,88,85
315,112,103
255,77,78
304,105,99
252,75,77
318,114,104
280,91,89
255,77,78
266,83,83
302,104,98
290,97,93
263,81,82
310,109,101
279,91,88
261,80,81
280,91,89
308,108,100
303,106,97
258,79,79
267,84,83
245,71,74
307,107,100
281,92,89
263,82,81
256,78,78
323,116,107
261,81,80
245,71,74
235,65,70
289,96,93
254,76,78
276,89,87
271,86,85
269,85,84
264,81,83
281,92,89
263,81,82
235,65,70
284,93,91
257,78,79
278,91,87
294,100,94
268,84,84
252,75,77
275,88,87
284,94,90
245,71,74
286,95,91
275,88,87
269,85,84
271,86,85
261,80,81
275,88,87
281,92,89
287,96,91
290,97,93
260,80,80
286,95,91
260,80,80
279,92,87
303,105,98
284,94,90
293,99,94
281,93,88
270,85,85
271,86,85
333,123,110
252,75,77
262,80,82
271,86,85
252,75,77
291,98,93
257,78,79
287,96,91
294,100,94
262,81,81
294,101,93
258,79,79
263,82,81
243,70,73
263,81,82
254,76,78
256,77,79
258,78,80
261,81,80
295,100,95
227,60,67
247,72,75
274,88,86
255,77,78
266,83,83
251,74,77
266,83,83
238,66,72
276,89,87
320,115,105
271,86,85
295,100,95
246,72,74
252,75,77
249,73,76
298,102,96
281,93,88
317,113,104
268,84,84
297,102,95
339,126,113
275,89,86
255,77,78
269,85,84
326,119,107
266,83,83
282,92,90
230,62,68
281,92,89
259,79,80
306,107,99
293,99,94
246,71,75
305,106,99
273,87,86
263,82,81
245,71,74
250,74,76
290,98,92
303,105,98
275,88,87
288,97,91
274,88,86
251,74,77
256,77,79
288,96,92
282,92,90
273,87,86
280,91,89
270,86,84
248,73,75
264,82,82
260,80,80
293,99,94
306,107,99
264,82,82
303,105,98
283,93,90
279,91,88
310,109,101
275,88,87
285,94,91
255,76,79
263,82,81
256,77,79
278,90,88
245,70,75
261,81,80
269,85,84
300,103,97
318,114,104
290,97,93
288,96,92
280,91,89
266,83,83
268,84,84
258,78,80
310,109,101
234,64,70
287,96,91
320,115,105
220,56,64
284,94,90
258,79,79
264,82,82
259,79,80
291,99,92
246,71,75
259,79,80
286,96,90
279,91,88
265,82,83
260,80,80
259,79,80
311,109,102
263,81,82
262,81,81
276,89,87
268,84,84
261,80,81
252,75,77
277,90,87
262,81,81
267,84,83
295,100,95
266,83,83
258,79,79
277,90,87
266,83,83
285,94,91
249,73,76
285,94,91
263,81,82
