1198,326,472
1504,404,600
1561,437,624
1561,437,624
1529,419,610
1612,467,645
1580,448,632
1541,426,615
1552,432,620
1540,425,615
1597,458,639
1570,442,628
1646,487,659
1544,427,617
1682,508,674
1513,409,604
1539,424,615
1583,450,633
1588,453,635
1572,444,628
1528,417,611
1583,450,633
1553,433,620
1496,399,597
1498,401,597
1675,504,671
1576,446,630
1567,441,626
1612,467,645
1604,462,642
1533,422,611
1535,423,612
1632,478,654
1552,432,620
1504,403,601
1548,429,619
1574,444,630
1559,436,623
1497,400,597
1573,444,629
1627,476,651
1482,392,590
1521,414,607
1555,434,621
1569,443,626
1514,410,604
1641,484,657
1604,462,642
1526,417,609
1532,420,612
1487,394,593
1617,470,647
1621,472,649
1528,418,610
1594,458,636
1593,456,637
1630,478,652
1512,409,603
1468,383,585
1487,394,593
1549,431,618
1552,433,619
1598,459,639
1562,438,624
1539,424,615
1579,448,631
1567,441,626
1480,391,589
1466,382,584
1516,411,605
1520,414,606
1531,420,611
1564,439,625
1549,430,619
1513,409,604
1601,461,640
1519,412,607
1553,432,621
1478,388,590
1473,386,587
1541,425,616
1472,385,587
1597,459,638
1554,433,621
1534,422,612
1569,443,626
1541,425,616
1562,437,625
1582,450,632
1528,418,610
1538,423,615
1561,438,623
1444,369,575
1526,417,609
1573,445,628
1536,423,613
1494,398,596
1507,405,602
1578,447,631
1593,457,636
1543,427,616
1579,449,630
1484,392,592
1586,451,635
1572,443,629
1435,363,572
1556,435,621
1682,509,673
1556,434,622
1523,416,607
1542,426,616
1515,410,605
1494,398,596
1576,447,629
1570,443,627
1548,430,618
1525,416,609
1578,447,631
1618,471,647
1560,437,623
1556,434,622
1649,490,659
1493,397,596
1558,435,623
1589,454,635
1600,460,640
1548,430,618
1524,415,609
1561,438,623
1577,446,631
1608,465,643
1559,436,623
1407,347,560
1524,416,608
1560,436,624
1572,444,628
1540,424,616
1575,445,630
1567,441,626
1513,409,604
1619,471,648
1535,422,613
1493,397,596
1606,464,642
1554,433,621
1532,420,612
1441,367,574
1566,440,626
1630,477,653
1636,482,654
1553,433,620
1534,422,612
1575,445,630
1503,403,600
1497,400,597
1493,398,595
1534,422,612
1485,392,593
1617,470,647
1617,471,646
1490,396,594
1619,472,647
1582,450,632
1554,433,621
1589,454,635
1502,402,600
1645,486,659
1554,433,621
1608,464,644
1516,412,604
1620,473,647
1536,423,613
1514,410,604
1518,411,607
1517,412,605
1535,422,613
1490,396,594
1542,426,616
1682,508,674
1515,411,604
1523,414,609
1504,404,600
1502,403,599
1552,432,620
1523,415,608
1609,465,644
1541,425,616
1614,468,646
1569,442,627
1550,431,619
1511,408,603
1595,458,637
1567,441,626
1511,409,602
1592,455,637
1564,439,625
1507,405,602
1558,436,622
1627,475,652
1455,375,580
1560,438,622
1609,465,644
1505,404,601
1595,458,637
1630,478,652
1559,437,622
1602,461,641
1511,408,603
1599,459,640
1502,403,599
1507,406,601
1577,446,631
1608,466,642
1682,508,674
1570,442,628
1509,407,602
1589,453,636
1542,426,616
1608,465,643
1532,421,611
1582,449,633
1439,366,573
1530,419,611
1535,422,613
1600,460,640
1521,413,608
1509,406,603
1656,493,663
1564,439,625
1474,387,587
1520,413,607
1659,494,665
1484,392,592
1535,422,613
1579,448,631
1573,444,629
1509,406,603
1500,402,598
1610,467,643
1553,432,621
1535,422,613
1617,470,647
1589,454,635
1569,442,627
1523,414,609
1560,436,624
1514,409,605
1581,449,632
1585,451,634
1501,402,599
1572,444,628
1479,389,590
1627,476,651
1563,438,625
1604,462,642
1581,450,631
1558,435,623
1575,445,630
1505,405,600
1591,455,636
1505,405,600
1541,425,616
1553,433,620
1534,421,613
1561,437,624
1496,399,597
1517,412,605
1522,415,607
1614,468,646
1492,397,595
1607,464,643
1627,476,651
1565,439,626
1583,450,633
1611,466,645
1575,446,629
1526,417,609
1599,460,639
1577,447,630
1555,434,621
1629,477,652
1461,379,582
1489,395,594
1560,437,623
1571,443,628
1464,380,584
1485,393,592
1513,409,604
1499,401,598
1467,382,585
1526,417,609
1609,466,643
1543,426,617
1531,420,611
1510,407,603
1609,466,643
1557,435,622
1507,406,601
1497,400,597
1551,432,619
1584,451,633
1544,428,616
1555,434,621
1542,427,615
1477,388,589
1567,441,626
1542,426,616
1578,447,631
1629,478,651
1544,428,616
1564,439,625
1462,380,582
1534,421,613
1547,429,618
1496,400,596
1537,423,614
1534,422,612
1589,454,635
1542,426,616
1593,456,637
1598,459,639
1538,424,614
1518,412,606
1510,408,602
1527,417,610
1484,392,592
1611,466,645
1614,468,646
1594,457,637
1597,459,638
1534,421,613
1599,459,640
1565,440,625
1492,397,595
1582,449,633
1570,442,628
1586,452,634
1551,431,620
1563,439,624
1515,411,604
1633,479,654
1544,428,616
1562,438,624
1508,407,601
1634,480,654
1582,449,633
1566,440,626
1579,447,632
1523,414,609
1556,435,621
1575,445,630
1473,385,588
1579,448,631
1526,417,609
1533,421,612
1560,437,623
1508,406,602
1541,425,616
